SPM,Relation,Target_Protein,Evidence,PMID
LXA4,modulates,NF-κB,The absence of LX-like substance following incubation of 15-HPETE with mesangial cells suggested that 5-lipoxygenase activity is not expressed in mesangial cells under these conditions. The generation of LXA4 from LTA4 in mesangial cells suggested that there is an active 15- or 12- lipoxygenase activity in the kidney.,2547366
LXA4,modulates,NF-κB,"The effect of 5 μM simvastatin or 20 μM benznidazole upon endothelial activation was assessed in EA.hy926 or HUVEC cells, by E-selectin, ICAM-1 and VCAM-1 expression. 15-epi-LXA4 production and the relationship of both drugs with the NFκB pathway, as measured by IKK-IKB phosphorylation and nuclear migration of p65 protein was also assayed.",25978361
LXA4,modulates,NF-κB,"Both drugs were administered to cell cultures 16 hours before the infection with T. cruzi parasites. Indeed, 5 μM simvastatin as well as 20 μM benznidazole prevented the increase in E-selectin, ICAM-1 and VCAM-1 expression in T. cruzi-infected endothelial cells by decreasing the NF-κB pathway.",25978361
LXA4,modulates,TRPV4,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,TNF-α,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,Il6,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,Stat3,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,TRPV4,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,TNF-α,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,IL6,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,modulates,METTL3,"Notably, METTL3 overexpression produced the opposite effects.",39706534
LXA4,modulates,GFAP,"Treatment with LXB4 suppressed TRPV4-induced gliosis in vitro by downregulating IL6 and inhibiting STAT3 activation, and in vivo by reducing the expression of Stat3, Il6, and TNF-α during OHT while attenuating TRPV4 upregulation in Müller glia.",41000836
LXA4,binds,TRPV4,"TRPV4 activation induced a reactive glial phenotype characterized by increased GFAP and IL6 expression, increased STAT3 phosphorylation, and increased production of lipoxins, suggesting that biomechanical stress simultaneously triggers both gliosis and protective lipid signaling.",41000836
LXA4,binds,Hes1,"These findings indicate that LXA4 protects against MIRI by preserving microtubule integrity and activating the Notch1/Hes1/Nrf2 pathway, revealing a novel mechanism for oxidative stress suppression in cardiomyocytes.",41322439
LXA4,binds,Notch1,"These findings indicate that LXA4 protects against MIRI by preserving microtubule integrity and activating the Notch1/Hes1/Nrf2 pathway, revealing a novel mechanism for oxidative stress suppression in cardiomyocytes.",41322439
LXA4,binds,Nrf2,"LXA4 treatment reversed these effects (23.6 ± 3.6% microtubule disruption; p < 0.05), with DAPT or ML385 abolishing LXA4's protection.",41322439
LXA4,binds,Hes1,"LXA4 treatment reversed these effects (23.6 ± 3.6% microtubule disruption; p < 0.05), with DAPT or ML385 abolishing LXA4's protection.",41322439
LXA4,binds,Notch1,"LXA4 treatment reversed these effects (23.6 ± 3.6% microtubule disruption; p < 0.05), with DAPT or ML385 abolishing LXA4's protection.",41322439
LXA4,binds,Nrf2,"Using a rat MIRI model, we evaluated coronary flow, histopathology, cardiac enzymes (cTnI/CK-MB), oxidative stress markers (superoxide dismutase, SOD; malondialdehyde, MDA; glutathione peroxidase, GSH-Px), and protein expression (neurogenic locus notch homolog protein 1 [Notch1], hairy and enhancer of split 1 [Hes1], nuclear factor-erythroid 2-related factor 2 [Nrf2], β-tubulin). Pharmacological inhibitors N-[N-(3,5-difluorophenacetyl)-l-alanyl]-S-phenylglycinet-butylester (DAPT; Notch1) and ML385 (Nrf2) were co-administered with LXA4.",41322439
LXA4,binds,Hes1,"Using a rat MIRI model, we evaluated coronary flow, histopathology, cardiac enzymes (cTnI/CK-MB), oxidative stress markers (superoxide dismutase, SOD; malondialdehyde, MDA; glutathione peroxidase, GSH-Px), and protein expression (neurogenic locus notch homolog protein 1 [Notch1], hairy and enhancer of split 1 [Hes1], nuclear factor-erythroid 2-related factor 2 [Nrf2], β-tubulin). Pharmacological inhibitors N-[N-(3,5-difluorophenacetyl)-l-alanyl]-S-phenylglycinet-butylester (DAPT; Notch1) and ML385 (Nrf2) were co-administered with LXA4.",41322439
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,binds,PD-1,Interaction between Programmed Cell Death Protein 1 (PD-1)4 on NK cells and Programmed Cell Death 1 Ligand (PD-L1)5 can alter the cytokine expression and cytotoxic potential of NK cells.,41580136
LXA4,binds,ALXR/FPR2,ALXR/FPR2 activation was able to preserve retinal structure and function.,38396985
LXA4,upregulates,ALOX12 and ALOX15,"treatment with an LXA4 analog, NAP1051, which was able to promote the upregulation of ALOX12 and ALOX15.",38396985
LXA4,binds,ALXR/FPR2,"ALXR/FPR2 activation can ameliorate disease progression, which was supported by treatment with an LXA4 analog, NAP1051.",38396985
LXA4,binds,ALX,"LXA4 can inhibit the release of NE and MPO from neutrophils, thereby reducing the production of NETs.",35438373
LXA4,modulates,nuclear factor erythroid 2-related factor 2 (NRF2) and Kelch-like ECH (Epichlorohydrin) -associated protein 1 (Keap1),"LXA4 probably by decreasing the association between nuclear factor erythroid 2-related factor 2 (NRF2) and Kelch-like ECH (Epichlorohydrin) -associated protein 1 (Keap1),",34532386
LXA4,upregulates,haem oxygenase-1 (HO1) and NAD(P)H quinone oxidoreductase 1 (NQO1),"LXA4 also potently increased the expression of haem oxygenase-1 (HO1) and NAD(P)H quinone oxidoreductase 1 (NQO1),",34532386
LXA4,binds,formyl-peptide receptor-like 1 (FPRL1),LXA4 plays a key role in multiple organs by binding to the formyl-peptide receptor-like 1 (FPRL1).,34532386
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,binds,PD-L1,The proportion of PD-L1+ cells in all EVT cells was higher in the RPL group compared to the control group.,41580136
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,LTB4 receptor,"LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,C-reactive protein (CRP),"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,pro-inflammatory lipid mediators,"AH patients exhibited significantly higher plasma levels of ω-6 PLMs (PGD 2 and LTB 4 ) and SPM RvE1 compared to HDCs and/or HCs. Conversely, key SPMs such as LXA4, RvD1, and several precursors in the ω-3 pathway were significantly downregulated in AH patients.",38168393
LXA4,upregulates,ALX/FPR2,"Upon activation of ondemand erythrophagocytosis, production of the ALX/FPR2 ligand, lipoxin A4 (LXA4), was induced in the spleen while receptor-deficient animals were unable to efficiently clear damaged RBCs, a defect that was conserved in mice with myeloid-specific FPR2 deletion.",40931861
LXA4,downregulates,NLRP3 and Caspase-1,"BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,binds,G proteins,These results indicate that PMN possess specific recognition sites for LXA4 which may mediate its actions.,1322894
LXA4,binds,SIRT1/NF-κB signaling pathway,"Hence, LXA4 is a potential therapeutic agent for surgery-induced neuroinflammation, oxidative stress, and cognitive deficit, and the effect of LXA4 is probably mediated by the activation of the SIRT1/NF-κB signaling pathway in microglia.",37591120
LXA4,binds,SIRT1/NF-κB signaling pathway,"Hence, LXA4 is a potential therapeutic agent for surgery-induced neuroinflammation, oxidative stress, and cognitive deficit, and the effect of LXA4 is probably mediated by the activation of the SIRT1/NF-κB signaling pathway in microglia.",37591120
LXA4,downregulates,myeloperoxidase (MPO),"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,uric acid (UA),"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,LTB4 receptor density,"Pretreatment of T lymphocytes with phorbol myristyl acetate or LXA4, reduced LTB4 receptor density in a concentration-dependent manner, although similar concentrations of LXB4 had no effect.",8627545
LXA4,downregulates,myoglobin,"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,troponin,"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,B-type natriuretic peptide (BNP),"Plasma LXA4 was inversely correlated with BNP, troponin, myoglobin, CRP, UA and MPO activity.",24673112
LXA4,downregulates,Bcl-2-associated athanogene 5 (BAG5),Quantitative real-time polymerase chain reaction experiments showed that ketamine downregulated miR-22 expression and upregulated Bcl-2-associated athanogene 5 (BAG5) in PC12 cells in a concentration-dependent manner.,34670429
LXA4,upregulates,miR-22,"LXA4 ME induced the opposite effects, thus attenuating ketamine-induced neurotoxicity.",34670429
LXA4,binds,calcium ionophore A23187,We found that 15(R)-HETE rather than 15(S)-HETE was preferentially metabolized and that 15-epi-LXs were produced in larger amounts than LXs.,11779156
LXA4,upregulates,miR-22,"LXA4 ME induced the opposite effects, thus attenuating ketamine-induced neurotoxicity.",34670429
LXA4,downregulates,Bcl-2-associated athanogene 5 (BAG5),Quantitative real-time polymerase chain reaction experiments showed that ketamine downregulated miR-22 expression and upregulated Bcl-2-associated athanogene 5 (BAG5) in PC12 cells in a concentration-dependent manner.,34670429
LXA4,binds,R201 and R205,The results showed that LXA4 and fMLFII kept the receptor in an active state by a higher simulation time when compared to RvD3.,40727226
LXA4,upregulates,neutrophil infiltration,These findings provide direct in vivo evidence for an anti-inflammatory action for both aspirin-triggered LXA4 and LXA4 stable analogues and their site of action in vivo.,9151906
LXA4,upregulates,neutrophil infiltration,Topical application of LXA4 analogues and novel aspirin-triggered 15-epi-LXA4 stable analogues to mouse ears markedly inhibited neutrophil infiltration in vivo as assessed by both light microscopy and reduced myeloperoxidase activity in skin biopsies.,9151906
LXA4,upregulates,GTP hydrolysis,"When expressed in Chinese hamster ovary cells, the mouse LXA4R showed specific binding to [3H]LXA4 (K(d) approximately 1.5 nM), and with LXA4 activated GTP hydrolysis.",9151906
LXA4,binds,G protein-coupled receptor,"In human myeloid cells, lipoxin (LX) A4 actions are mediated by interaction with a G protein-coupled receptor.",9151906
LXA4,binds,MTA1,There was a positive correlation between MTA1 and LXA4.,36434787
LXA4,downregulates,PPARalpha and CINC-1 levels,"Interestingly, the endogenous antiinflammatory eicosanoids LXA4 and ASA-triggered 15-epi-LXA4, in addition to inhibiting macrophage 5-LO activity to a similar extent as PGE2, significantly reduced PPARalpha and CINC-1 levels in hepatocytes.",12368230
